VARIABLES ="X" "Y" "Z" "rho" "press" "temp" "tau_wall" "qdot" "yplus" "muLam"
Zone T ="wall" I = 281 , F = point
5.00000000e-01	9.39503796e-02	-2.99999993e-02	7.23118117e-01	6.15707170e+04	2.96676448e+02	6.24595148e+01	-7.42049469e+04	4.19943590e-01	1.83014750e-05
4.95795056e-01	9.39907468e-02	-2.99999994e-02	7.23249028e-01	6.15837754e+04	2.96685659e+02	6.18882817e+01	-7.40010743e+04	4.18046673e-01	1.83019132e-05
4.91634861e-01	9.40306820e-02	-2.99999994e-02	7.23677120e-01	6.16222472e+04	2.96695386e+02	6.16652305e+01	-7.37841351e+04	4.17414712e-01	1.83023760e-05
4.87534032e-01	9.40700472e-02	-2.99999994e-02	7.24035072e-01	6.16557139e+04	2.96709758e+02	6.14169633e+01	-7.34659855e+04	4.16661037e-01	1.83030597e-05
4.83492077e-01	9.41088498e-02	-2.99999994e-02	7.24389259e-01	6.16881594e+04	2.96720746e+02	6.11599665e+01	-7.32243335e+04	4.15869095e-01	1.83035824e-05
4.79508519e-01	9.41470898e-02	-2.99999993e-02	7.24724548e-01	6.17183499e+04	2.96728620e+02	6.07597946e+01	-7.30500056e+04	4.14593772e-01	1.83039570e-05
4.75582868e-01	9.41847749e-02	-2.99999994e-02	7.25024950e-01	6.17461690e+04	2.96739368e+02	6.04247874e+01	-7.28120358e+04	4.13523360e-01	1.83044682e-05
4.71714631e-01	9.42219086e-02	-2.99999994e-02	7.25288394e-01	6.17719354e+04	2.96755368e+02	6.02667827e+01	-7.24577689e+04	4.13040198e-01	1.83052293e-05
4.67903331e-01	9.42584984e-02	-2.99999994e-02	7.25543576e-01	6.17954002e+04	2.96763682e+02	5.99105315e+01	-7.21553039e+04	4.12556775e-01	1.83056248e-05
4.64148476e-01	9.42945443e-02	-2.99999994e-02	7.25762355e-01	6.18164270e+04	2.96775172e+02	5.96151383e+01	-7.17838495e+04	4.12261535e-01	1.83061713e-05
4.60449591e-01	9.43300501e-02	-2.99999994e-02	7.25956173e-01	6.18349657e+04	2.96784916e+02	5.93040127e+01	-7.15687461e+04	4.11228833e-01	1.83066348e-05
4.56806183e-01	9.43650268e-02	-2.99999994e-02	7.26123433e-01	6.18507433e+04	2.96792262e+02	5.89053445e+01	-7.14081478e+04	4.09874726e-01	1.83069842e-05
4.53217775e-01	9.43994745e-02	-2.99999993e-02	7.26247444e-01	6.18638428e+04	2.96804431e+02	5.86506014e+01	-7.11395037e+04	4.09009485e-01	1.83075630e-05
4.49683890e-01	9.44334008e-02	-2.99999994e-02	7.26342384e-01	6.18743955e+04	2.96816257e+02	5.84105314e+01	-7.07566251e+04	4.08888200e-01	1.83081256e-05
4.46204022e-01	9.44668092e-02	-2.99999994e-02	7.26414424e-01	6.18823576e+04	2.96825013e+02	5.81017057e+01	-7.04505146e+04	4.08471651e-01	1.83085420e-05
4.42777678e-01	9.44996998e-02	-2.99999994e-02	7.26451848e-01	6.18875595e+04	2.96834672e+02	5.78064082e+01	-7.02437724e+04	4.07398850e-01	1.83090014e-05
4.39404398e-01	9.45320799e-02	-2.99999993e-02	7.26459262e-01	6.18899625e+04	2.96843168e+02	5.74899877e+01	-7.00567758e+04	4.06275416e-01	1.83094055e-05
4.36083689e-01	9.45639573e-02	-2.99999994e-02	7.26435673e-01	6.18894704e+04	2.96850447e+02	5.71459627e+01	-6.98950441e+04	4.05052557e-01	1.83097517e-05
4.32815060e-01	9.45953355e-02	-2.99999994e-02	7.26375977e-01	6.18861190e+04	2.96858767e+02	5.68251465e+01	-6.97119160e+04	4.03888656e-01	1.83101474e-05
4.29598033e-01	9.46262181e-02	-2.99999993e-02	7.26288431e-01	6.18797023e+04	2.96863766e+02	5.64317261e+01	-6.96018714e+04	4.02458613e-01	1.83103851e-05
4.26432118e-01	9.46566090e-02	-2.99999994e-02	7.26152465e-01	6.18703837e+04	2.96874638e+02	5.62049291e+01	-6.93625578e+04	4.01600132e-01	1.83109022e-05
4.23316837e-01	9.46865156e-02	-2.99999993e-02	7.25995366e-01	6.18582398e+04	2.96880595e+02	5.58777450e+01	-6.92329088e+04	4.00371297e-01	1.83111855e-05
4.20251697e-01	9.47159417e-02	-2.99999994e-02	7.25799941e-01	6.18431091e+04	2.96887894e+02	5.55715373e+01	-6.90707240e+04	3.99220148e-01	1.83115326e-05
4.17236209e-01	9.47448872e-02	-2.99999994e-02	7.25571793e-01	6.18250685e+04	2.96894614e+02	5.52630034e+01	-6.89227933e+04	3.98040849e-01	1.83118522e-05
4.14269895e-01	9.47733633e-02	-2.99999994e-02	7.25309932e-01	6.18040159e+04	2.96900668e+02	5.49457471e+01	-6.86790738e+04	3.97456870e-01	1.83121401e-05
4.11352277e-01	9.48013738e-02	-2.99999994e-02	7.25015211e-01	6.17800477e+04	2.96906171e+02	5.46332942e+01	-6.84468592e+04	3.96883014e-01	1.83124018e-05
4.08482865e-01	9.48289186e-02	-2.99999994e-02	7.24685683e-01	6.17530996e+04	2.96911612e+02	5.43263207e+01	-6.83274498e+04	3.95670901e-01	1.83126606e-05
4.05661166e-01	9.48560052e-02	-2.99999994e-02	7.24323942e-01	6.17231815e+04	2.96915976e+02	5.39858942e+01	-6.82331545e+04	3.94317789e-01	1.83128681e-05
4.02886688e-01	9.48826409e-02	-2.99999993e-02	7.23927293e-01	6.16903518e+04	2.96920648e+02	5.36585413e+01	-6.81320804e+04	3.92999528e-01	1.83130903e-05
4.00158956e-01	9.49088260e-02	-2.99999993e-02	7.23498662e-01	6.16547049e+04	2.96924883e+02	5.33430250e+01	-6.80376556e+04	3.91730554e-01	1.83132917e-05
3.97477507e-01	9.49345678e-02	-2.99999994e-02	7.23039013e-01	6.16162562e+04	2.96928359e+02	5.30067457e+01	-6.78453062e+04	3.91033953e-01	1.83134570e-05
3.94841835e-01	9.49598700e-02	-2.99999993e-02	7.22546974e-01	6.15750355e+04	2.96931784e+02	5.26647557e+01	-6.77705250e+04	3.89632890e-01	1.83136199e-05
3.92251447e-01	9.49847363e-02	-2.99999994e-02	7.22023864e-01	6.15311910e+04	2.96935329e+02	5.23610066e+01	-6.76925841e+04	3.88364899e-01	1.83137885e-05
3.89705867e-01	9.50091742e-02	-2.99999994e-02	7.21470346e-01	6.14848442e+04	2.96939310e+02	5.20700250e+01	-6.74934184e+04	3.87773896e-01	1.83139777e-05
3.87204602e-01	9.50331837e-02	-2.99999993e-02	7.20889072e-01	6.14359507e+04	2.96942421e+02	5.17405125e+01	-6.75389190e+04	3.85736448e-01	1.83141257e-05
3.84747177e-01	9.50567722e-02	-2.99999993e-02	7.20280877e-01	6.13846354e+04	2.96944919e+02	5.14035572e+01	-6.75920447e+04	3.83700228e-01	1.83142445e-05
3.82333100e-01	9.50799472e-02	-2.99999993e-02	7.19644737e-01	6.13309821e+04	2.96947634e+02	5.10877169e+01	-6.74246943e+04	3.82959144e-01	1.83143736e-05
3.79961893e-01	9.51027125e-02	-2.99999993e-02	7.18983833e-01	6.12750705e+04	2.96949636e+02	5.07528674e+01	-6.72731344e+04	3.82135407e-01	1.83144688e-05
