VARIABLES ="X" "Y" "Z" "rho" "press" "temp" "tau_wall" "qdot" "yplus" "muLam"
Zone T ="wall" I = 281 , F = point
3.64220023e-01	-1.15909268e-06	-2.99999993e-02	7.24052300e-01	6.17645846e+04	2.97226612e+02	3.03484192e+01	-6.11808310e+04	2.96459756e-01	1.83276368e-05
3.62169713e-01	-1.15933164e-06	-2.99999994e-02	7.22951996e-01	6.16691527e+04	2.97219038e+02	2.90385534e+01	-6.13342126e+04	2.89835763e-01	1.83272768e-05
3.60157982e-01	-1.15956612e-06	-2.99999993e-02	7.21765580e-01	6.15659543e+04	2.97209407e+02	2.76851493e+01	-6.15326268e+04	2.82832914e-01	1.83268191e-05
3.58184353e-01	-1.15979617e-06	-2.99999994e-02	7.20492448e-01	6.14548845e+04	2.97197449e+02	2.62899973e+01	-6.17821379e+04	2.75434310e-01	1.83262506e-05
3.56248334e-01	-1.16002184e-06	-2.99999994e-02	7.19132278e-01	6.13359238e+04	2.97183184e+02	2.48530822e+01	-6.20822282e+04	2.67610489e-01	1.83255726e-05
3.54349450e-01	-1.16024319e-06	-2.99999994e-02	7.17685025e-01	6.12090767e+04	2.97166636e+02	2.33769600e+01	-6.24323608e+04	2.59340938e-01	1.83247859e-05
3.52487192e-01	-1.16046021e-06	-2.99999994e-02	7.16151435e-01	6.10743914e+04	2.97147708e+02	2.18637298e+01	-6.28347620e+04	2.50597107e-01	1.83238862e-05
3.50661084e-01	-1.16067303e-06	-2.99999993e-02	7.14531885e-01	6.09318639e+04	2.97126203e+02	2.03156077e+01	-6.32931921e+04	2.41347195e-01	1.83228639e-05
3.48870665e-01	-1.16088170e-06	-2.99999994e-02	7.12828221e-01	6.07816893e+04	2.97102280e+02	1.87360039e+01	-6.38044706e+04	2.31554765e-01	1.83217265e-05
3.47115428e-01	-1.16108628e-06	-2.99999994e-02	7.11041857e-01	6.06240094e+04	2.97076016e+02	1.71295959e+01	-6.43672208e+04	2.21181521e-01	1.83204779e-05
3.45394880e-01	-1.16128683e-06	-2.99999993e-02	7.09175191e-01	6.04590403e+04	2.97047443e+02	1.55006001e+01	-6.49801766e+04	2.10177360e-01	1.83191194e-05
3.43708545e-01	-1.16148340e-06	-2.99999994e-02	7.07230829e-01	6.02869976e+04	2.97016499e+02	1.38529525e+01	-6.56447975e+04	1.98470086e-01	1.83176482e-05
3.42055932e-01	-1.16167604e-06	-2.99999994e-02	7.05212203e-01	6.01081921e+04	2.96983246e+02	1.21924323e+01	-6.63597178e+04	1.85976425e-01	1.83160670e-05
3.40436548e-01	-1.16186476e-06	-2.99999994e-02	7.03123243e-01	5.99229813e+04	2.96947765e+02	1.05263396e+01	-6.71233141e+04	1.72590316e-01	1.83143798e-05
3.38849932e-01	-1.16204967e-06	-2.99999993e-02	7.00968854e-01	5.97317929e+04	2.96910073e+02	8.86015413e+00	-6.79343220e+04	1.58141686e-01	1.83125874e-05
3.37295577e-01	-1.16223089e-06	-2.99999994e-02	6.98754410e-01	5.95350985e+04	2.96870209e+02	7.19636206e+00	-6.87931433e+04	1.42333278e-01	1.83106916e-05
3.35772991e-01	-1.16240836e-06	-2.99999993e-02	6.96484158e-01	5.93332618e+04	2.96828150e+02	5.53923161e+00	-6.96993503e+04	1.24704409e-01	1.83086912e-05
3.34281698e-01	-1.16258213e-06	-2.99999994e-02	6.94163177e-01	5.91267542e+04	2.96784059e+02	3.89474663e+00	-7.06497978e+04	1.04420318e-01	1.83065940e-05
3.32821205e-01	-1.16275237e-06	-2.99999994e-02	6.91796703e-01	5.89160506e+04	2.96738052e+02	2.26594053e+00	-7.16411950e+04	7.95325854e-02	1.83044056e-05
3.31391052e-01	-1.16291909e-06	-2.99999994e-02	6.89390052e-01	5.87016339e+04	2.96690254e+02	6.56924067e-01	-7.26712664e+04	4.27601725e-02	1.83021318e-05
3.29990730e-01	-1.16308229e-06	-2.99999994e-02	6.86948214e-01	5.84839557e+04	2.96640773e+02	-9.26836049e-01	-7.37381348e+04	5.07140257e-02	1.82997778e-05
3.28619749e-01	-1.16324207e-06	-2.99999994e-02	6.84477198e-01	5.82635774e+04	2.96589836e+02	-2.48216254e+00	-7.48360492e+04	8.28660062e-02	1.82973542e-05
3.27277631e-01	-1.16339857e-06	-2.99999994e-02	6.81982017e-01	5.80409488e+04	2.96537542e+02	-4.00679025e+00	-7.59631005e+04	1.05119687e-01	1.82948659e-05
3.25963885e-01	-1.16355171e-06	-2.99999994e-02	6.79467820e-01	5.78165349e+04	2.96484006e+02	-5.49786421e+00	-7.71167340e+04	1.22941466e-01	1.82923183e-05
3.24678033e-01	-1.16370154e-06	-2.99999993e-02	6.76939738e-01	5.75907990e+04	2.96429348e+02	-6.95285958e+00	-7.82943404e+04	1.38035679e-01	1.82897170e-05
3.23419585e-01	-1.16384820e-06	-2.99999994e-02	6.74402381e-01	5.73641575e+04	2.96373677e+02	-8.36864163e+00	-7.94935125e+04	1.51195653e-01	1.82870673e-05
3.22188034e-01	-1.16399173e-06	-2.99999994e-02	6.71861041e-01	5.71370943e+04	2.96317155e+02	-9.74184357e+00	-8.07110470e+04	1.62865183e-01	1.82843769e-05
3.20982918e-01	-1.16413224e-06	-2.99999993e-02	6.69320992e-01	5.69100854e+04	2.96259915e+02	-1.10706404e+01	-8.19426880e+04	1.73337407e-01	1.82816520e-05
3.19803759e-01	-1.16426969e-06	-2.99999994e-02	6.66786862e-01	5.66835561e+04	2.96202117e+02	-1.23547919e+01	-8.31873611e+04	1.82815477e-01	1.82789003e-05
3.18650052e-01	-1.16440412e-06	-2.99999994e-02	6.64263026e-01	5.64578954e+04	2.96143843e+02	-1.35930102e+01	-8.44408465e+04	1.91446485e-01	1.82761257e-05
3.17521319e-01	-1.16453571e-06	-2.99999994e-02	6.61753683e-01	5.62334726e+04	2.96085159e+02	-1.47839713e+01	-8.57030880e+04	1.99332826e-01	1.82733313e-05
