8.67500000e-05	2.67617169e-02	1.15670550e-01	6.91161275e+01	-7.36695586e-17	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-1.00625838e-10	2.81337931e-04	
8.67500000e-05	2.03677172e-02	1.15670550e-01	6.91161275e+01	2.05170975e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	9.77777585e-11	2.81337931e-04	
8.67500000e-05	1.96757500e-02	1.15670550e-01	6.91161275e+01	1.12456973e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	4.16132242e-10	2.81337931e-04	
8.67500000e-05	2.12049007e-02	1.15670550e-01	6.91161275e+01	-2.64221074e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-3.53266479e-12	2.81337931e-04	
8.67500000e-05	2.22498245e-02	1.15670550e-01	6.91161275e+01	-3.12777123e-17	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-3.02609714e-11	2.81337931e-04	
8.67500000e-05	2.35139493e-02	1.15670550e-01	6.91161275e+01	-5.39064889e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-9.25467192e-11	2.81337931e-04	
8.67500000e-05	2.50130251e-02	1.15670550e-01	6.91161275e+01	-1.57870218e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-5.18352130e-11	2.81337931e-04	
8.67500000e-05	8.96954150e-03	1.15670550e-01	6.91161275e+01	-1.86827275e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-8.89353724e-10	2.81337931e-04	
8.67500000e-05	9.21007610e-03	1.15670550e-01	6.91161275e+01	1.11202109e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	7.77083438e-11	2.81337931e-04	
8.67500000e-05	9.46060283e-03	1.15670550e-01	6.91161275e+01	4.22217511e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-7.47539114e-10	2.81337931e-04	
8.67500000e-05	9.72150945e-03	1.15670550e-01	6.91161275e+01	-1.04899717e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	4.88196410e-10	2.81337931e-04	
8.67500000e-05	9.99319638e-03	1.15670550e-01	6.91161275e+01	3.17479834e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-1.49584587e-11	2.81337931e-04	
8.67500000e-05	1.02760769e-02	1.15670550e-01	6.91161275e+01	5.24215933e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-2.87347325e-11	2.81337931e-04	
8.67500000e-05	1.05705774e-02	1.15670550e-01	6.91161275e+01	-8.77865393e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	3.59434297e-10	2.81337931e-04	
8.67500000e-05	1.08771375e-02	1.15670550e-01	6.91161275e+01	-1.37245133e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	1.39221519e-10	2.81337931e-04	
8.67500000e-05	1.11962100e-02	1.15670550e-01	6.91161275e+01	2.62903853e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-2.80281036e-11	2.81337931e-04	
8.67500000e-05	1.15282614e-02	1.15670550e-01	6.91161275e+01	1.87660488e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	1.46914719e-11	2.81337931e-04	
8.67500000e-05	1.18737716e-02	1.15670550e-01	6.91161275e+01	2.07358586e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	2.06431161e-10	2.81337931e-04	
8.67500000e-05	1.22332343e-02	1.15670550e-01	6.91161275e+01	-2.54662886e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-2.48200847e-10	2.81337931e-04	
8.67500000e-05	1.26071567e-02	1.15670550e-01	6.91161275e+01	-1.49019034e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	1.90773769e-10	2.81337931e-04	
8.67500000e-05	1.29960597e-02	1.15670550e-01	6.91161275e+01	-1.41253457e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-3.40283292e-10	2.81337931e-04	
8.67500000e-05	1.34004776e-02	1.15670550e-01	6.91161275e+01	-9.81868724e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-7.22323043e-10	2.81337931e-04	
8.67500000e-05	1.38209583e-02	1.15670550e-01	6.91161275e+01	1.02497159e-15	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	-4.25594365e-11	2.81337931e-04	
8.67500000e-05	1.42580631e-02	1.15670550e-01	6.91161275e+01	4.34254120e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	4.06531807e-10	2.81337931e-04	
8.67500000e-05	1.47123660e-02	1.15670550e-01	6.91161275e+01	4.97959466e-16	3.90070000e+03	5.35698474e-01	2.20249477e+02	8.14655464e-06	3.11096655e-10	2.81337931e-04	
